table,column,linkid,short_name,label,data_type,questionnaire_title,source,anon
qr_gad_7_s1,a_place_to_declare_values_that_cannot_be_created_using_fhirp_14,observation-gad-score-id,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 1),questionnaire,FALSE
qr_gad_7_s2,questionnaire_id_6,,questionnaire_id,Questionnaire ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,subject_patient_id_6,,subject_patient_id,Subject Patient ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,encounter_id_6,,encounter_id,Encounter ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,author_practitioner_id_6,,author_practitioner_id,Author Practitioner ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,practitioner_location_id_6,,practitioner_location_id,Practitioner Location ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,practitioner_organization_id_6,,practitioner_organization_id,Practitioner Organization ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,practitioner_id_6,,practitioner_id,Practitioner ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,practitioner_care_team_id_6,,practitioner_careteam_id,Practitioner Care Team ID,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,application_version_6,,application_version,Application Version,text,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,questionnaire_response_id_6,,qr_id,Questionnaire Response ID,character varying,GAD-7 (IPC Session 2),system,FALSE
qr_gad_7_s2,a_place_to_declare_values_that_cannot_be_created_using_fhirp_15,3212b2b2-f42f-46e9-b6bd-42fc29671da9,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,a_place_to_declare_values_that_cannot_be_created_using_fhirp_16,37e0bcfd-f6d1-4b35-9556-4d458a717a23,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,a_place_to_declare_values_that_cannot_be_created_using_fhirp_17,510776d6-8b4e-446b-abe7-80aee8ecb110,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,a_place_to_declare_values_that_cannot_be_created_using_fhirp_18,encounter-id,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,common_mental_health_symptoms_feeling_nervous_anxious_or_on_e_3,f1.15.1,feeling_nervous,"Common Mental Health Symptoms - Feeling nervous, anxious, or on edge",text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,common_mental_health_symptoms_not_being_able_to_stop_or_contr_3,f1.16.1,gad_common_mental_health,Common Mental Health Symptoms - Not being able to stop or control worrying,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,common_mental_health_symptoms_worrying_too_much_about_differe_3,f1.17.1,excessive_worry,Common Mental Health Symptoms - Worrying too much about different things,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,common_mental_health_symptoms_trouble_relaxing_3,f1.18.1,trouble_relaxing,Common Mental Health Symptoms - Trouble relaxing,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,common_mental_health_symptoms_being_so_restless_that_it_s_har_3,f1.19.1,restlessness,Common Mental Health Symptoms - Being so restless that it's hard to sit still,text,GAD-7 (IPC Session 2),questionnaire,FALSE
