table,column,linkid,short_name,label,data_type,questionnaire_title,source,anon
qr_gad_7_s2,irritability,f1.20.1,irritability,Common Mental Health Symptoms - Becoming easily annoyed or irritable,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,feeling_afraid,f1.21.1,feeling_afraid,Common Mental Health Symptoms - Feeling afraid as if something awful might ha...,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s2,gad_place_declare_values,observation-gad-score-id,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 2),questionnaire,FALSE
qr_gad_7_s3,questionnaire_id,,questionnaire_id,Questionnaire ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,subject_patient_id,,subject_patient_id,Subject Patient ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,encounter_id,,encounter_id,Encounter ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,author_practitioner_id,,author_practitioner_id,Author Practitioner ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,practitioner_location_id,,practitioner_location_id,Practitioner Location ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,practitioner_organization_id,,practitioner_organization_id,Practitioner Organization ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,practitioner_id,,practitioner_id,Practitioner ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,practitioner_careteam_id,,practitioner_careteam_id,Practitioner Care Team ID,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,application_version,,application_version,Application Version,text,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,qr_id,,qr_id,Questionnaire Response ID,character varying,GAD-7 (IPC Session 3),system,FALSE
qr_gad_7_s3,gad_place_declare_values,3212b2b2-f42f-46e9-b6bd-42fc29671da9,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,gad_place_declare_values,534c4998-b964-4101-b919-ff3c26af9714,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,gad_place_declare_values,d34c5839-fad9-4824-b2dc-9e0161647402,gad_place_declare_values,A place to declare values that cannot be created using FHIRPath such as Codin...,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,feeling_nervous,f1.15.1,feeling_nervous,"Common Mental Health Symptoms - Feeling nervous, anxious, or on edge",text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,gad_common_mental_health,f1.16.1,gad_common_mental_health,Common Mental Health Symptoms - Not being able to stop or control worrying,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,excessive_worry,f1.17.1,excessive_worry,Common Mental Health Symptoms - Worrying too much about different things,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,trouble_relaxing,f1.18.1,trouble_relaxing,Common Mental Health Symptoms - Trouble relaxing,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,restlessness,f1.19.1,restlessness,Common Mental Health Symptoms - Being so restless that it's hard to sit still,text,GAD-7 (IPC Session 3),questionnaire,FALSE
qr_gad_7_s3,irritability,f1.20.1,irritability,Common Mental Health Symptoms - Becoming easily annoyed or irritable,text,GAD-7 (IPC Session 3),questionnaire,FALSE
