questionnaire_id,linkid,sample_value,response_count
Questionnaire/104394,2a6c5feb-8034-418b-8644-142a5e31df63,Sana,5
Questionnaire/104394,2b2e05e9-0c11-490c-bbff-278ba90d7b4e,W,7
Questionnaire/104394,2b96f1d9-3450-423d-a277-060fcfdadc6b,Jumping,7
Questionnaire/104394,2c7b6bd7-36f6-495b-9f41-eb492c07c7b2,Other,12
Questionnaire/104394,2cedd4dd-15e5-4951-8674-ea4d4eeb7cfc,Rrrrr,4
Questionnaire/104394,2e03fdf1-5274-494d-88e9-dd4b41ec90e6,Watching TV,27
Questionnaire/104394,2f44652f-df2d-476e-933d-75b6ed55f5f2,hw4,1
Questionnaire/104394,3314932c-64e4-4192-b583-eb31e87da1d0,64635,1
Questionnaire/104394,33ae3bce-ebd5-4dbc-b40c-a4cbc30736e6,wait what,29
Questionnaire/104394,36dd1467-a7a1-428c-bdca-17d352a79904,Yy,34
Questionnaire/104394,370c849b-0e00-42ac-be9d-3b4c719ac31a,With razor ,5
Questionnaire/104394,3785a264-8bd5-44ab-bf08-8aa33735c0eb,Xsd,19
Questionnaire/104394,39de8b74-5cbc-4225-b27b-c97e72f08af3,Weuh,13
Questionnaire/104394,3ab931b8-6bfd-4e5f-b86b-3c7377907331,Water ,8
Questionnaire/104394,3cae39d6-8d44-4fe4-835b-3f3ecd9b64fe,Sleeping ,17
Questionnaire/104394,3e388595-a32f-4623-8c9f-3c67bad04070,Sana,6
Questionnaire/104394,40d6a87f-9498-4cfd-b233-4610e6de08c2,p4,5
Questionnaire/104394,40d8ef64-02f0-42ae-9478-77651bd26dfa,clinic5,1
Questionnaire/104394,40fbe8d0-4380-4efc-bb04-26fc7d3714eb,Xc,35
Questionnaire/104394,41cce38a-ca5c-4e24-904a-25b1027336ed,p2,5
Questionnaire/104394,437d9ea2-adb5-471a-828b-a0285a282217,Yh,13
Questionnaire/104394,44f02467-8ee0-49f0-8da7-5e7ed827125a,Ws,4
Questionnaire/104394,45772f3f-c610-408b-942b-359769945cf4,765443,1
Questionnaire/104394,46c2861b-70a9-4fdf-94ea-e1a01cae3149,765443,1
Questionnaire/104394,4a1c4c0d-158f-494c-a33f-1f7f8e41f21f,what,28
Questionnaire/104394,4d334b16-ea16-4299-94ed-32e84ef97021,address4,1
Questionnaire/104394,5056d0ba-67ac-4eab-b05d-d42941f7b264,what,27
Questionnaire/104394,509b140e-b195-4696-bc5f-f2fc2d2f77dd,Yvhjvhjchjv,36
Questionnaire/104394,5151ea93-a0f2-478d-adb6-f31374107b52,Tigger,19
Questionnaire/104394,527c0166-cc35-4cc3-a9d9-7eeb0a54635e,Yogi,5
Questionnaire/104394,52ef2ff5-ced6-418a-b9e7-f2ef47123df5,,4
Questionnaire/104394,53072f88-a81c-4f18-a49f-f85f64fb5be7,Taking Pills,36
Questionnaire/104394,5324bdce-baaa-45bf-935a-eb2f65bd7124,U,13
Questionnaire/104394,53932020-eed8-46f4-8236-d548a6335a59,O,8
Questionnaire/104394,53a575e3-aa59-408d-a0dd-8df237b68bf7,Tuseme,19
Questionnaire/104394,53def3a1-a7e5-4326-95f2-2561c26ecb47,Oki,16
Questionnaire/104394,544a444d-b101-4d56-9351-00bca8ec749e,Val,18
Questionnaire/104394,54b75d55-1c43-4552-acbf-d9754831add8,address5,1
Questionnaire/104394,57e87170-761c-4b57-a09c-d50cab02860c,Utafanya,9
Questionnaire/104394,5846d53f-171d-47c4-89ad-4016c3be8233,yo2,37
Questionnaire/104394,58721b3d-88ae-4888-b5ec-ef7dfe30fb3d,wait,13
Questionnaire/104394,5a79866d-f1fb-4bd8-b4c4-f18c982bef3c,hw5,1
Questionnaire/104394,5e2ab0f5-f5d9-4502-befe-aba770f0e206,Vhv,29
Questionnaire/104394,603d1492-316f-497f-967b-5c4b1ab983ea,Okli,32
Questionnaire/104394,62a04638-8928-4aab-b490-1a33739b7a5c,p4,5
Questionnaire/104394,62b0eb17-46e5-4c50-a133-087cc190a123,Okli,32
Questionnaire/104394,65252389-fa9e-4ef4-93ca-e952c77c4c05,wait what,28
Questionnaire/104394,656a57f8-f6f0-4fc5-b347-71dd8d38f596,Y,22
Questionnaire/104394,658e8c22-d6ba-480a-81e0-dc4b6164de13,Tiredness,29
Questionnaire/104394,68608473-77e6-4341-9f1b-d4d18b17d3de,Water ,8
Questionnaire/104394,68fa6f2e-84ec-4dbc-900e-10ede297c488,8464315,18
Questionnaire/104394,69d5aec4-65d3-44b1-99ba-badd201769c5,Yh,7
Questionnaire/104394,6a273a98-82ca-4d36-ade0-ce98f7899972,U,5
Questionnaire/104394,6ac23c5d-0035-4895-85f2-33c2fbba8f3f,Wouldn't reach out if closed,4
Questionnaire/104394,6bbdb2cf-e7f6-443a-8f4e-841e16bb9b75,Workplace,7
Questionnaire/104394,6f68c416-a5de-4f68-8ad0-33c6e85a9a68,Soda,8
Questionnaire/104394,705df2d9-af92-4f4f-b513-17e01d07b609,Sana,6
Questionnaire/104394,706fc36f-efef-4bf9-827e-7dc100cc92bc,Phone number,7
Questionnaire/104394,72e5c1b7-7ce9-49bd-834b-d98b73ba7090,65776,5
Questionnaire/104394,74d0f0df-e726-4c40-84ce-efece882818b,554436,1
Questionnaire/104394,7845c436-4904-41fa-9553-2c401935623b,T,5
Questionnaire/104394,796f5440-54f8-4d69-b961-a5b7e6a63240,hospital4,1
Questionnaire/104394,7b51625b-73b9-472d-9c71-299beb26694f,87654,1
Questionnaire/104394,7ca03155-c9ec-45e1-8cd0-5b86fa444ad0,p5,1
Questionnaire/104394,7d8621a4-dcc8-4f48-9210-3fb7d0dcc3c7,W,7
Questionnaire/104394,7e38a614-b0a2-48ea-b7c7-ca2bdc1f00db,Was,11
Questionnaire/104394,808ba31c-cd29-4743-8801-dfce357d5956,Tj,39
Questionnaire/104394,82d6b50b-0bb2-40f6-94b1-7a4c58df43f9,Uj,2
Questionnaire/104394,83661ebe-71cf-4eab-88e3-bfecbfe35164,thirs warning sign,12
Questionnaire/104394,83dfd82f-0277-459d-abe3-e8795750f288,Yh,7
Questionnaire/104394,84018cd8-9134-429c-8dfe-fd6a16e4bd17,Number- should it say contact details or phone number?,17
Questionnaire/104394,86da79f0-44cb-417d-ab20-c7ecc6f8f7c8,hospital4,1
Questionnaire/104394,87dab385-fe6b-44ce-b6b2-5771c41d82c8,Sleeping ,18
Questionnaire/104394,8891cd7b-ad1c-4030-afe4-6752cd273cf4,Work schedule,25
Questionnaire/104394,88e9b865-b81a-494b-aef2-39e803b94e73,not wep,10
Questionnaire/104394,892337bd-d7fd-46a7-bf72-08e87c9f412c,hhhhh,4
Questionnaire/104394,895fad45-c3b5-47c5-9edf-5f9b9e793fbf,Place 2,18
Questionnaire/104394,8a1155e2-6c49-4f82-a9fc-2807ee298410,Task/f9d509fc-90d9-439c-9272-a10cf27c952f/_history/1,28
Questionnaire/104394,8a5b1c7d-e3ef-4443-85f1-fa5213d89f8d,p5,1
Questionnaire/104394,8a9424b0-c893-4371-b5c9-bc0008be14b4,Oki,16
Questionnaire/104394,8c1ac4fe-1d76-4436-8f34-d315c6c17b9c,Ws,4
Questionnaire/104394,90cedcbf-bf11-4dc3-9733-42e6900a09fc,WWaS abke to catch a little bit of sleep. Next day talked to friend who recommended to enroll in eng,38
Questionnaire/104394,92ab6e65-f9bd-4718-8af6-f731425d3031,Yhut,38
Questionnaire/104394,92da95cc-50dd-4bf0-acca-4465c07d44cc,64635,1
Questionnaire/104394,965b7874-dd24-4215-acd4-8d241a262638,ffff,4
Questionnaire/104394,98407058-4855-44cc-ac45-6e0d0c072fdd,Ghvcdu,2
Questionnaire/104394,991ba845-38e5-4622-8528-dfeefbf20d3d,Socialize,11
Questionnaire/104394,9aeae470-6ea4-4e7f-9644-ed0375fb6369,fam4,2
Questionnaire/104394,9b1b11e8-608f-4ea9-911b-88aae467ac27,64353,1
Questionnaire/104394,9d203bac-75fd-4f31-bed6-073502a977f3,Was at home after gemtting back k from work. Was around 11pm or 12am,38
Questionnaire/104394,9e11ce97-90e8-42f2-ba18-8c4f0720c131,554436,1
Questionnaire/104394,9ea8d78b-3288-4ec8-8288-459c03df64f0,,31
Questionnaire/104394,9f3a622a-d39b-49b0-84e7-0bcf4f832a4f,Sana,5
Questionnaire/104394,9f46e0ff-0532-4105-be36-0cfa9d0770f2,Uj,2
Questionnaire/104394,9f531e61-26cf-4223-8653-39c24d6dd478,Place 2,18
Questionnaire/104394,9faa2b78-1842-4326-bf7f-9975bf04dc2c,address5,1
Questionnaire/104394,a0017b28-0aa9-4926-a7be-813f0a5e6bd0,Tj,39
Questionnaire/104394,a1c56f60-b823-4c15-b99d-a315d2ca1871,Upate,10
Questionnaire/104394,a20b29af-3317-415e-9c6e-d9f3bbc4df33,Yh,7
Questionnaire/104394,a25cb682-be35-4909-965e-01b8c2d036a2,"yoga, playing with dog",25
Questionnaire/104394,a320b787-4cba-457f-9c60-67ff76c7020f,Vhv,11
Questionnaire/104394,a33cdecd-b7e6-45d8-94b6-52fa80c64a6d,Yh,7
Questionnaire/104394,a3670632-ce8f-468a-b2f3-6934245d3531,Wee,28
Questionnaire/104394,a57b5b34-12e5-4ec8-8215-7f316267323a,Vhv,10
Questionnaire/104394,a5d96f90-cd91-4a5b-8862-c4e3f88694af,Hanging,11
Questionnaire/104394,a6d066a2-0286-49b0-b688-34696e7fb256,Y,13
Questionnaire/104394,a842d271-cd48-47c7-963e-dcd0376ef185,,58
Questionnaire/104394,ac3206dd-b60b-4cb1-a559-3a770a685668,80588858,2
Questionnaire/104394,ae4fa455-f173-435a-bb1b-4df1d1316bd9,Zds,24
Questionnaire/104394,ae949697-92ae-476a-96cc-f8b0adc4221f,U,5
Questionnaire/104394,b36fdd5f-ccac-457c-a8ea-f9497204ef1d,Was,11
Questionnaire/104394,b676a0c2-cda0-4762-be79-2a94205ee68b,Watching TV,26
Questionnaire/104394,b6f126dd-eac5-42e4-8896-e7400b0c0496,,4
Questionnaire/104394,b7e42cdb-a42b-4d22-b7a6-204de5305351,Video Games,24
Questionnaire/104394,bc981d8a-7f22-450b-abab-3acca810ccad,Witu,37
Questionnaire/104394,bd62b649-7209-4d32-9bbb-dc2b2823aadb,46464,4
Questionnaire/104394,bd7644ee-28f1-4f43-a654-17fd5034d1f6,Y,4
Questionnaire/104394,be88b027-64b6-4c3c-bf59-36a94dc79b12,Yyy,11
Questionnaire/104394,beb4ad5f-2fd8-4b80-aa93-aa9ff1896dd0,Xc,35
Questionnaire/104394,bfe595d6-325f-492a-b3b6-cc5541e18c3f,Plolol,5
Questionnaire/104394,c0655b11-8f21-47ed-8ede-95498c2e8200,Workplace,6
Questionnaire/104394,c1d9c871-c1f8-41cc-8c54-edd4e5b162fe,Val,28
Questionnaire/104394,c1e99f8b-b1ab-46d1-b205-ecbbb4240fdf,758,17
Questionnaire/104394,c37407c5-003a-4b7c-b6a3-e10ef146a47b,,10
Questionnaire/104394,c396a3af-6f0d-4a8e-a42b-4f47bbce5f46,Witu,37
Questionnaire/104394,c3b4cf6e-385d-40b7-9380-4de2f81463de,thirs warning sign,12
Questionnaire/104394,c5720a67-803f-4917-8261-3738de838418,Wetfr,7
Questionnaire/104394,c631e361-027c-4e4d-b894-48785a3e6dd0,Y,13
Questionnaire/104394,c6c266cc-1c85-41c0-97ce-9ab491be45db,6958,32
Questionnaire/104394,c802f463-c8f5-4056-bc45-8ab8d64a1966,Y,22
Questionnaire/104394,cb75bba9-0bd8-4dce-ba2f-d1b21a97c2a0,p3,1
Questionnaire/104394,cce2de12-cf62-44ff-84e8-9eb4d864d048,Weuh,13
Questionnaire/104394,ce0fdd41-6b09-4104-9998-a04c5dd9a5b7,Vhv,29
Questionnaire/104394,ce18eee3-aa64-4423-8db1-50fe7f00850d,p4,1
Questionnaire/104394,ce56c71d-9ea4-4c8e-9e9a-d1da93bac1d4,8948545112,31
Questionnaire/104394,cebffdf4-8fd1-4829-884c-41cc42bc0111,hw5,1
Questionnaire/104394,cecb89ae-abce-411c-b4ce-f84ebf59ca14,Nitabuy,4
Questionnaire/104394,cece37bc-897b-4b48-a9c9-59ecc9f997f7,wait,13
Questionnaire/104394,cf16ca6e-8b1b-467d-b807-fc5d50339f71,87654,1
Questionnaire/104394,cf896559-dff5-4704-94a0-6a6aedee53c5,Rf,6
Questionnaire/104394,d0aa3679-e465-4225-85d6-5822efb10eba,Walking in the park,26
Questionnaire/104394,d1c2fae1-f0f5-4333-97f6-2220d2ff3d95,yo2,37
Questionnaire/104394,d1efad02-3686-4ce3-a96d-68d8c638ff77,Yy,20
Questionnaire/104394,d2572206-b47c-4d1e-85cb-812d13a60a85,,10
Questionnaire/104394,d3340d7e-9b84-4559-8a11-bed5a662a6f2,not wep,10
Questionnaire/104394,d4ebe784-07d0-4312-8a46-634c0e338a54,Wrist,7
Questionnaire/104394,d5194db0-0546-4bd1-96d8-d56457930c03,p3,1
Questionnaire/104394,d617b1e1-ea22-4863-a878-627f6b81963e,Phone number,6
Questionnaire/104394,d82c6ae9-0516-4513-91fa-664686779d6a,Was,11
Questionnaire/104394,d8615ac7-96b2-46a2-b3a5-b5b83945b444,Wouldn't reach out if closed,4
Questionnaire/104394,dae7f411-758d-4800-9842-fc0038a6b4a4,clinic5,1
Questionnaire/104394,db779cb5-5335-4eb6-8ccc-47ec94c626c8,None ,10
Questionnaire/104394,df53c378-27fe-483d-a630-f7b171f72980,hhhhh,4
Questionnaire/104394,dfa1f239-2a4c-40bd-ab15-561f6d87febf,With rope ,9
Questionnaire/104394,dfaddf2d-30a3-4f8f-b2fa-ffa675daa5c9,2025-02-04,11
Questionnaire/104394,e45b778d-ee8c-4ee9-81f4-8927006160f9,6958,32
Questionnaire/104394,e4a1be29-fe8b-4423-91bc-6b4f5d730e6b,367464,1
Questionnaire/104394,e510a8cf-0bc7-4577-b9ee-ca758d431aa0,Taking toxins,10
Questionnaire/104394,e552afd3-2816-446e-9ff5-e898bc813660,Ssss,8
Questionnaire/104394,e6262800-1e24-4348-9bf2-9bb070d2f20a,Tiktok dance challenges,25
Questionnaire/104394,e7ba8485-5154-41b8-ac18-35410a83cd99,p2,5
Questionnaire/104394,e8726638-cfdb-40ae-b72c-f1d594f64de5,945984654,5
Questionnaire/104394,e9c42647-eefb-42bd-9080-f83630729606,Number- should it say contact details or phone number?,26
Questionnaire/104394,e9e056c2-0469-4523-a28f-1000fed1a4f1,Rf,4
Questionnaire/104394,ea95a315-f903-4351-87ed-c1e7e7b74198,Time ,9
Questionnaire/104394,ec2a78e1-e70b-4f66-86b1-561cffaf9ffd,,1
Questionnaire/104394,ec54e447-c981-4dd2-aaa4-659f8e494248,p4,1
Questionnaire/104394,ee5d4acf-ecf0-4e62-8924-cff17a33679d,Cutting,10
Questionnaire/104394,f14c3c34-f80a-4481-9d9c-9b05267d4c39,Wetfr,7
Questionnaire/104394,f1fef9d7-2ab9-4ead-9c24-c4dc9c7ed4cc,Travel instagram,13
Questionnaire/104394,f311f3ca-5537-4134-8828-5e537bb26a9c,Rrrrr,4
Questionnaire/104394,f39df336-a0b8-4d0b-9bd2-6c4284985491,,12
Questionnaire/104394,f5ab53d4-824c-460f-8939-b86ff3cd97a3,Tigger,19
Questionnaire/104394,f7496859-63bb-4b2f-8f75-96e44e893bf7,Zds,24
Questionnaire/104394,f7513e58-a495-49d7-a549-ba4d84fb5003,Wde,11
Questionnaire/104394,f8861b1c-781f-4f12-b4c8-f8110f0c2cc0,Going in front of a moving vehicle,5
Questionnaire/104394,f895ed4f-5004-4da4-9d59-c21293674b21,address4,1
Questionnaire/104394,f952feaf-7abc-4f6f-a3bc-d10a43ea62fa,Y,6
Questionnaire/104394,faefef23-d2e6-4777-b628-8f83921e8fd8,Travel instagram,13
Questionnaire/104394,fba783e8-91d0-4a49-ba80-c55fa9e41a54,<b>Trans Lifeline</b> (peer support run by and for trans people): Call 1-877-565-8860 or visit <u>tr,16
Questionnaire/104394,fc5c673b-41d4-4352-86bb-043c73ed9807,ffff,4
Questionnaire/104394,fd1498e5-abf7-4ebe-9252-97994d6b9449,Nitabuy,4
Questionnaire/104394,fdd7c3c3-f2c3-43bd-8a80-6b48aa2b9604,Was,19
Questionnaire/104394,fe2f0911-8ddc-412b-a3e6-f216620d147e,T,5
Questionnaire/104394,fefdc90f-fe1d-4bfb-af93-94df8c482897,Ttttt,4
Questionnaire/104394,ff115c26-95b9-4e0d-87ed-80817d438fc7,Ol,11
Questionnaire/104453,18c6510f-b294-4741-ae43-9cbbc4ba7e36,,10
Questionnaire/104453,27b1e829-9ad9-41c2-8cb5-01ce1f469896,,7
Questionnaire/104453,2dd6c90f-ea68-45ba-9d30-58e02ab0812b,"Yes, I have spoken to a supervisor and would like to proceed",32
Questionnaire/104453,4c804862-f4b9-49df-aae4-c7802e723c76,Referral to mental health specialist,7
Questionnaire/104453,53b30f12-74eb-474c-941c-5f0e81b7eb9f,Owjjwjw,3
Questionnaire/104453,783e2646-c8ea-466d-bba8-85c891a14435,Th,39
Questionnaire/104453,d02eb882-411e-4bc0-af9d-08a77fcc3f50,Mark,3
Questionnaire/104453,ed537539-d317-43fc-a4b3-38de5e15ea4f,Safety Planning Intervention,69
Questionnaire/104453,f4b782e5-18e1-4edf-a3ff-409feb207253,,71
Questionnaire/104455,06e33f1f-7202-4d5e-94d1-efbeabaa3e7d,,55
Questionnaire/104455,2897fef9-abcf-4bb3-b33f-2accae4c06c5,,48
Questionnaire/104455,35062b98-748b-441c-ad74-185823e1bb52,,71
Questionnaire/104455,3f85f2ef-d781-4001-8df5-99a9ac5a656b,,88
Questionnaire/104455,41aee132-ab8e-4d64-a322-eed88f900edb,,71
Questionnaire/104455,43898926-e9d5-400e-a095-62a8c7f8dd03,Kejwjiq,5
Questionnaire/104455,567e992d-fb9e-4608-9be1-9277beae3c23,,71
Questionnaire/104455,644c00f2-8b07-4911-92d0-f05f5e5cc837,Serd,3
Questionnaire/104455,71dbaac9-867f-4d7f-b6d7-e1f59402bbf9,Sed,3
Questionnaire/104455,7cc2e8a9-197a-42ea-9431-ba01eefc6511,,95
Questionnaire/104455,7fc39fba-84db-490d-af4e-8f772d91ffda,Jejjw,3
Questionnaire/104455,91e9233a-9ab1-410a-b5e3-b30867355cea,,88
Questionnaire/104455,a6601f97-0a34-49d0-b181-611d6705ca42,Pwkjwj,3
Questionnaire/104455,c7d21a57-0fc6-4e3a-b411-beceb1fb2423,Owjwjw,3
Questionnaire/104455,d60ed1ee-79c9-444f-aff7-d346974426ab,,88
Questionnaire/104455,e2a74544-b333-4767-b3e3-7772413419ce,,93
Questionnaire/104455,ecabd308-c45a-41f7-8754-b1f63a101019,Proceed,4
Questionnaire/1613531,05990b62-11a8-4ab7-8988-1d2a17edcff7,One year or more,25
Questionnaire/1613531,0e027468-c1e9-4977-f5f5-1cfa00ab8af5,Xxxxx,4
Questionnaire/1613531,1fdf1a17-7af6-413f-81e9-cf6823fe7fde,Indian,2
Questionnaire/1613531,2f8a7973-d9bb-493b-aa68-fb01e0f1aefe,Outside the United States (including Puerto Rico or other U.S. Territory/Commonwealth).,54
Questionnaire/1613531,3409c1f0-adf5-4b3b-8ea3-e7672e4cb5af,Ffffgg,35
Questionnaire/1613531,3960c72d-b6e7-418e-86e9-f8348a49e739,Prefer not to answer,7
Questionnaire/1613531,4baa9e68-fe7a-489a-8b03-cc045b53d93d,8,12
Questionnaire/1613531,5b133a13-0303-4d2f-8884-ffa931d2c173,Working now,55
Questionnaire/1613531,66d30814-73ea-4fa4-edf8-d0d79378b130,Some of the Time,45
Questionnaire/1613531,6e621fcc-a25c-4070-8fda-894bb9df68e4,35,11
Questionnaire/1613531,7b68e9a3-703a-4b57-876e-8dd400826db9,White,55
Questionnaire/1613531,8f600ee9-8d17-43df-ed68-c9a7de2da7d0,"Straight: that is, not gay or lesbian, etc. ",7
Questionnaire/1613531,92fed595-49f2-4fab-81ff-885941f31e07,Shelter,6
Questionnaire/1613531,9cce9788-d7e7-4456-d455-5bd8dc3d2f2a,Widowed,55
Questionnaire/1613531,b4afce83-4279-4d19-8a8b-1e0b7e1ba73c,None of these describe me,7
Questionnaire/1613531,d7e0e5c9-35bd-40bc-9224-9cf9e4b9dbba,"Some high school, but did not graduate",53
Questionnaire/1613531,f11fe547-9be9-4693-8a85-f252e4a6262f,Puerto Rico,20
Questionnaire/1613532,4602f806-3bf4-4f16-bee1-c2e690dca588,,6
Questionnaire/1613532,4e9014d1-e07c-492e-897a-3bf7e8f6f018,Referral to mental health specialist,6
Questionnaire/1613532,80499f94-3f2a-4f0f-9a21-7fa252b33e29,Retake screening,8
Questionnaire/1613532,8a051272-efb0-4f1f-acc7-f5038989207f,Retake screening,2
Questionnaire/1613532,91e7579d-ac74-4d72-955b-1a3675a2e656,ss,3
Questionnaire/1613532,fe874736-efd1-4fba-b517-5560489729b0,ss,5
Questionnaire/202,3212b2b2-f42f-46e9-b6bd-42fc29671da9,severe-anxiety,80
Questionnaire/202,583c5b02-b26c-4821-8da8-7ed9066d9d5d,9,106
Questionnaire/202,69f16284-b8a8-4a24-ab79-03bde5bcfbe9,Task/fe16552c-d6e5-4a55-8f35-9720ff0258e6,86
Questionnaire/202,829e6d32-3fa7-4d16-909b-b198aea54603,Severe depression,106
Questionnaire/204,16d05294-fee9-4d42-8447-0d578a5de192,9,114
Questionnaire/204,2171a88a-4e4d-44c4-b6b3-389723e9b505,Task/fe102ed6-8f56-453f-85cf-f4f15b368c4b/_history/1,91
Questionnaire/204,347352fc-b189-444a-aa22-df4d9e779f67,Quite a bit,38
Questionnaire/204,532fcdbc-38b7-4a35-870c-1d5222e239fb,Quite a bit,57
Questionnaire/204,5bc16477-41ff-485f-a73f-f0caa9c2c0ab,Quite a bit,40
Questionnaire/204,68bec639-6c70-41e0-88f8-fef0ad941b55,Quite a bit,58
Questionnaire/204,6a52200c-3856-4fcc-afe4-b75921da0122,Quite a bit,39
Questionnaire/204,790391ba-cf9f-4ef6-be11-b5a7b468819f,,53
Questionnaire/204,b4f73ad2-ed7a-4268-9057-a4a72b50dd10,Quite a bit,58
Questionnaire/204,b7934aa5-17f0-4320-8f65-e7a7f72c5161,true,55
Questionnaire/204,d4b3bbcc-6d23-45e1-9755-1aa0bfc1b646,This score suggests that you may not be experiencing challenges coping after a traumatic event,84
Questionnaire/204,d74aecd2-f0c4-4207-b396-b2c6d780be4a,Seeing someone be killed or seriously injured,28
Questionnaire/204,e13d2bb9-20a6-4605-a33f-5d9047f6b6a8,Quite a bit,56
Questionnaire/204,ea00e468-9c26-4a1c-a0af-1b72923b1e2e,severe-ptsd,84
Questionnaire/204,eb42041c-cb74-4d5e-8a29-941776cc0b6e,Quite a bit,40
Questionnaire/205,3212b2b2-f42f-46e9-b6bd-42fc29671da9,severe-anxiety,42
Questionnaire/205,37e0bcfd-f6d1-4b35-9556-4d458a717a23,9,45
Questionnaire/205,510776d6-8b4e-446b-abe7-80aee8ecb110,Severe anxiety,45
Questionnaire/206,85a3f14c-e4d8-4c45-9088-967ec4ea0d07,6,4
Questionnaire/207,2fb4f2f4-23b5-4f36-b444-683563ea4fb3,7,5
Questionnaire/208,058278e4-33d6-4c0f-8127-ccf923bcc7ef,What are your options?,3
Questionnaire/208,0a15f38b-027a-42ff-b1e8-ca5e2b313f71,Severe depression,12
Questionnaire/208,0c9f8c1d-5827-4d21-bd33-3240fade93ac,"Use ""I"" statements (culturally specific!) and communicate your needs",2
Questionnaire/208,10cd5560-6c41-41a6-94c5-af74ce96dc90,Severe anxiety,12
Questionnaire/208,1b3394a9-eaff-4871-9537-0d29f5712adc,Let’s try out what you are going to say before you say it at home. Rehearsal before the real event h,2
Questionnaire/208,1b59ddeb-483d-4b1b-af53-f3942204589a,What would you like to stay the same in the relationship?,6
Questionnaire/208,1c04e4db-3d54-4898-ac8a-d9e2d1cc3e3c,Where were you and who spoke first?,10
Questionnaire/208,232484cf-1aee-4bfa-a66e-61494587a16a,You said you don't have anyone close to you. Was there a time when you did? Let’s talk about those p,3
Questionnaire/208,2f7b6563-47b1-4ad4-abc3-cffdae40a57a,"Renegotiation, Impasse, More than one stage",7
Questionnaire/208,2f926bba-38b5-4b20-8852-5b9e317bb010,Let’s try out what you are going to say before you say it at home. Rehearsal before the real event h,5
Questionnaire/208,2fb4f2f4-23b5-4f36-b444-683563ea4fb3,9,72
Questionnaire/208,3bfee97a-6a0e-4cd0-bdb7-7ffa8d36191f,When did you stop arguing about the problem?,15
Questionnaire/208,3d2ccf9a-0e7b-48a0-8540-44d43b6dacfe,We've been talking about the life changes you are experiencing that are related to your current symp,3
Questionnaire/208,3e0b76f9-0902-43ba-b858-0b1505e9d168,"Who supports you?, How do you spend your time?",7
Questionnaire/208,3f63637c-1de2-4851-a088-c3b08152447e,Thursday ,2
Questionnaire/208,43801cc4-c61f-4ee0-82ad-cf6f1f799593,Let’s try out what you are going to say before you say it at home. Rehearsal before the real event h,8
Questionnaire/208,4442589a-51b2-48c3-8297-b805e525642c,Task/fdaa223c-357a-4088-a033-802d02d040b5,71
Questionnaire/208,451acc1a-26f4-4374-96da-09bfb47365a8,Would you want to try this at home,2
Questionnaire/208,4554f4b2-d15e-47e7-a10d-d77939dd3afc,What do you miss?,9
Questionnaire/208,4ad7384f-a332-4e41-9318-0d3f9e540ee7,Walked away,2
